,CO1 Comdty,CO2 Comdty,CO3 Comdty,CO4 Comdty,PVMMDS12 Index,PVMMDS23 Index,PVMMD2M3 Index,PVMMD3M4 Index,PVMMDBSP Index,DKI1 Comdty,DKI2 Comdty,DKI3 Comdty,DKI4 Comdty,QSA1 Comdty,QSA2 Comdty,QSA3 Comdty,QSA4 Comdty,QS1 Comdty,QS2 Comdty,QS3 Comdty,QS4 Comdty,PVMPGEW1 Index,PVMPGDM1 Index,PVMPGDM2 Index,PVMPGDM3 Index,PVMPGDM4 Index,PVMPSO1M Index,PVMPSO2M Index,PVMPSO3M Index,PVMPSO4M Index,CUCNST Index,CUAPST Index,SKOVCRST Index,DARATOTL Index,DOESCRLS Index,DOEASCRD Index,DOESCRUD Index,DOESCROK Index,JPIVCRUD Index,CNIGCRST Index,DSCNST Index,RUSDDWI Index,DOESDL15 Index,SKOVDIST Index,CHCM159 Index,DSS4ST Index,EUO6CS27 Index,ESTAGEEU Index,EUO6CH27 Index,CHCM156 Index,PLJI1067 Index,PLJI1023 Index,ICCBBOIN Index,ICFUBOIN Index,ICFUBMTL Index,ICCBBMTL Index,ICCBBNRS Index,ICFUBMTD Index,ICCBBMTS Index,ICCBBNRN Index,ICFUBPTL Index,ICCBBPTL Index,ICCBBPTS Index,ICFUBSTL Index,ICCBBMTD Index,ICCBBNRL Index,ICCBBOTD Index,ICCBBOTL Index,ICCBBOTS Index,ICCBBSTD Index,ICCBBSTL Index,ICCBBSTS Index,ICCBBTTR Index,ICFUBMTS Index,ICFUBNRL Index,ICFUBNRN Index,ICFUBNRS Index,ICCBAMMN Index,ICFUAMMN Index,ICFUAMML Index,ICCBAMML Index,ICFUAPML Index,ICCBAORN Index,ICFUAMMS Index,ICCBAMMS Index,ICFUASWL Index,ICCBAOIN Index,ICFUAOIN Index,ICFUAPMN Index,ICFUAORN Index,ICFUASWN Index,ICFUASWD Index,ICCBANRN Index,ICCBAORL Index,ICFUAPMS Index,ICFUASWS Index,ICCBAPMN Index,ICCBASWN Index,ICFUAMMD Index,ICCBANRL Index,ICCBAORS Index,ICCBAPMS Index,CFCDQMMN Index,CFCDQMMS Index,CFCDQMML Index,CFCDQSWN Index,CFCDQPMN Index,CFCDPMMN Index,CFCDQPMS Index,CFCDQORN Index,CFCDQSWS Index,CFCDPSWN Index,CFCDQMMD Index,CFCDQPML Index,CFCDQORL Index,CFCDPMMS Index,CFCDPPMS Index,CFCDPMML Index,CFCDQSWL Index,CFCDPPMN Index,CFCDQMTL Index,CFCDQORS Index,CFCDPORL Index,CFCDPORS Index,CFCDQPTS Index,CFCDQSWD Index,CFCDPMMD Index,OISTCRDE Index,GBPUSD Curncy,EURUSD Curncy,JPYUSD Curncy
2018-02-01,66.57,66.13,65.79,65.51,0.25,0.25,0.25,0.25,3.08,64.01,63.63,63.4,63.19,,,,,597,598.5,596.75,592.5,-11.5,15.25,15.27,15.28,15.28,77.73,77.52,77.29,77.04,26.12,,,51387.879,,-7419,424463,48973,,,6.11,,121590,,,,,,,,,,2846075,2337981,105,103,44746,64,34,6825,105,108,145,49,69,51571,62,27,49,61,48,26,452,30,47873,6575,41298,184414,183732,195873,196555,274335,-127498,12141,12141,177410,902051,888702,-208077,-126473,141497,41131,9453,14144,482412,35913,-208556,142187,91044,33277,141642,487063,396381,39734,436115,-664446,-26603,58949,551178,274467,825510,-124383,568052,524575,329704,14656,173854,73605,161064,64281,81,55237,36753,39940,70,388157,47687,2480,1.359,1.2059,0.008906
2018-03-01,67.84,67.29,66.9,66.57,0.26,0.26,0.26,0.26,3.36,65.24,64.82,64.52,64.22,,,,,606.75,607.75,606.25,601.75,-9,15.61,15.57,15.51,15.41,79.24,78.96,78.61,78.26,26.12,,,51387.879,,-7419,424463,48973,,,6.11,,121590,,,,,,,,,,2846075,2337981,105,103,44746,64,34,6825,105,108,145,49,69,51571,62,27,49,61,48,26,452,30,47873,6575,41298,184414,183732,195873,196555,274335,-127498,12141,12141,177410,902051,888702,-208077,-126473,141497,41131,9453,14144,482412,35913,-208556,142187,91044,33277,141642,487063,396381,39734,436115,-664446,-26603,58949,551178,274467,825510,-124383,568052,524575,329704,14656,173854,73605,161064,64281,81,55237,36753,39940,70,388157,47687,2526,1.3516,1.2015,0.008888
2018-04-01,68.07,67.51,67.11,66.77,0.29,0.29,0.29,0.29,3.34,65.3,64.98,64.7,64.41,,,,,608,609,607.75,602.75,-9.25,15.77,15.72,15.62,15.51,79.34,79.1,78.75,78.35,26.12,,,51387.879,,-7419,424463,48973,,,6.11,,121590,,,,,,,,,,2846075,2337981,105,103,44746,64,34,6825,105,108,145,49,69,51571,62,27,49,61,48,26,452,30,47873,6575,41298,184414,183732,195873,196555,274335,-127498,12141,12141,177410,902051,888702,-208077,-126473,141497,41131,9453,14144,482412,35913,-208556,142187,91044,33277,141642,487063,396381,39734,436115,-664446,-26603,58949,551178,274467,825510,-124383,568052,524575,329704,14656,173854,73605,161064,64281,81,55237,36753,39940,70,388157,47687,2539,1.3551,1.2068,0.008869
2018-05-01,67.62,67.1,66.73,66.41,0.28,0.26,0.28,0.26,3.29,64.93,64.58,64.33,64.06,,,,,604,605,604.25,600.25,-8,15.65,15.58,15.48,15.37,78.95,78.73,78.46,78.06,26.12,,,51511.004,,-4948,419515,46578,,,6.11,,126815,,,,,,,,,,2846075,2337981,105,103,44746,64,34,6825,105,108,145,49,69,51571,62,27,49,61,48,26,452,30,47873,6575,41298,184414,183732,195873,196555,274335,-127498,12141,12141,177410,902051,888702,-208077,-126473,141497,41131,9453,14144,482412,35913,-208556,142187,91044,33277,141642,487063,396381,39734,436115,-664446,-26603,58949,551178,274467,825510,-124383,568052,524575,329704,14656,173854,73605,161064,64281,81,55237,36753,39940,70,388157,47687,2539,1.3571,1.2029,0.008844
2018-08-01,67.78,67.31,66.95,66.64,0.26,0.24,0.26,0.24,3.24,65.09,64.8,64.54,64.29,,,,,601,602.25,602,598.75,-7.5,15.68,15.62,15.52,15.37,78.79,78.58,78.32,77.95,26.12,,,51511.004,,-4948,419515,46578,,,6.11,,126815,,,,,,,,,,2846075,2337981,105,103,44746,64,34,6825,105,108,145,49,69,51571,62,27,49,61,48,26,452,30,47873,6575,41298,184414,183732,195873,196555,274335,-127498,12141,12141,177410,902051,888702,-208077,-126473,141497,41131,9453,14144,482412,35913,-208556,142187,91044,33277,141642,487063,396381,39734,436115,-664446,-26603,58949,551178,274467,825510,-124383,568052,524575,329704,14656,173854,73605,161064,64281,81,55237,36753,39940,70,388157,47687,2538,1.3568,1.1967,0.008842
2018-09-01,68.82,68.34,67.96,67.61,0.22,0.22,0.22,0.22,3.38,65.81,65.71,65.48,65.22,,,,,605.25,606.5,606,603.25,-7.5,15.23,15.24,15.22,15.16,79.18,79.08,78.86,78.54,26.12,,,51511.004,,-4948,419515,46578,,,6.11,,126815,,,,,,,,,,2973215,2411211,100,101,47143,64,32,9414,113,116,149,44,68,56557,65,28,50,63,46,26,454,31,52344,9482,42862,181971,181971,195445,195445,290520,-130206,13474,13474,175593,907469,893689,-194352,-129275,130676,39893,11023,12424,484872,44917,-194779,131992,83663,33947,142630,489928,437770,35333,473103,-704870,-8936,63364,558563,268290,863568,-135076,595102,549627,330842,13377,198441,76741,158698,42739,85,62552,54082,31183,71,410120,49034,2545,1.354,1.1937,0.008877
2018-10-01,69.2,68.73,68.35,67.99,0.23,0.24,0.23,0.24,3.48,66,66.01,65.8,65.57,,,,,612,613,612.5,609.5,-7.75,15.35,15.36,15.34,15.27,79.97,79.87,79.67,79.33,26.12,,,51511.004,,-4948,419515,46578,,,6.11,,126815,,,,,,,,,,2973215,2411211,100,101,47143,64,32,9414,113,116,149,44,68,56557,65,28,50,63,46,26,454,31,52344,9482,42862,181971,181971,195445,195445,290520,-130206,13474,13474,175593,907469,893689,-194352,-129275,130676,39893,11023,12424,484872,44917,-194779,131992,83663,33947,142630,489928,437770,35333,473103,-704870,-8936,63364,558563,268290,863568,-135076,595102,549627,330842,13377,198441,76741,158698,42739,85,62552,54082,31183,71,410120,49034,2569,1.3507,1.1948,0.008974
2018-11-01,69.26,68.77,68.37,68.01,0.26,0.26,0.26,0.26,3.66,66.06,65.98,65.72,65.45,,,,,612,618,617.75,614.75,-7.25,15.65,15.68,15.6,15.46,80.64,80.5,80.21,79.81,26.12,,,51511.004,,-4948,419515,46578,,,6.11,,126815,,,,,,,,,,2973215,2411211,100,101,47143,64,32,9414,113,116,149,44,68,56557,65,28,50,63,46,26,454,31,52344,9482,42862,181971,181971,195445,195445,290520,-130206,13474,13474,175593,907469,893689,-194352,-129275,130676,39893,11023,12424,484872,44917,-194779,131992,83663,33947,142630,489928,437770,35333,473103,-704870,-8936,63364,558563,268290,863568,-135076,595102,549627,330842,13377,198441,76741,158698,42739,85,62552,54082,31183,71,410120,49034,2595,1.3538000000000001,1.2032,0.008987
2018-12-01,69.87,69.38,68.98,68.61,0.26,0.25,0.26,0.25,3.64,66.36,66.5,66.24,65.97,,,,,612.75,612.5,609.5,605.5,-6.25,15.77,15.77,15.69,15.57,80.09,79.94,79.65,79.27,26.12,,,52121.617,,-6861,412654,42394,,,6.11,,123695,,,,,,,,,,2973215,2411211,100,101,47143,64,32,9414,113,116,149,44,68,56557,65,28,50,63,46,26,454,31,52344,9482,42862,181971,181971,195445,195445,290520,-130206,13474,13474,175593,907469,893689,-194352,-129275,130676,39893,11023,12424,484872,44917,-194779,131992,83663,33947,142630,489928,437770,35333,473103,-704870,-8936,63364,558563,268290,863568,-135076,595102,549627,330842,13377,198441,76741,158698,42739,85,62552,54082,31183,71,410120,49034,2640,1.3728,1.2202,0.009006
2018-01-15,70.26,69.83,69.48,69.17,0.26,0.24,0.25,0.24,3.57,66.36,66.5,66.24,65.97,,,,,618.75,618.75,616.25,612.5,-6.25,15.49,15.51,15.44,15.34,81.06,80.91,80.63,80.31,26.12,,,52121.617,,-6861,412654,42394,,,6.11,,123695,,,,,,,,,,2973215,2411211,100,101,47143,64,32,9414,113,116,149,44,68,56557,65,28,50,63,46,26,454,31,52344,9482,42862,181971,181971,195445,195445,290520,-130206,13474,13474,175593,907469,893689,-194352,-129275,130676,39893,11023,12424,484872,44917,-194779,131992,83663,33947,142630,489928,437770,35333,473103,-704870,-8936,63364,558563,268290,863568,-135076,595102,549627,330842,13377,198441,76741,158698,42739,85,62552,54082,31183,71,410120,49034,2641,1.3792,1.2264,0.009047
2018-01-16,69.15,68.78,68.45,68.15,0.22,0.21,0.22,0.21,3.4,66.05,65.93,65.72,65.51,,,,,614.75,615,612.75,609,-5.75,15.75,15.74,15.64,15.49,80.68,80.52,80.24,79.89,26.12,,,52121.617,,-6861,412654,42394,,,6.11,,123695,,,,,,,,,,3108852,2516769,106,106,47101,71,39,3797,120,123,147,45,77,50898,66,36,45,64,46,28,466,36,46901,3626,43275,183544,183544,194535,194535,320194,-118839,10991,10991,172670,950516,936480,-197476,-117841,123924,42862,7875,12527,517670,48746,-197868,125287,94376,29734,131366,522813,482298,35526,517824,-752192,-16795,59692,556840,270660,908608,-140668,642987,540045,330079,15011,205879,74703,156416,44728,87,59419,55545,25101,73,435893,56270,2612,1.3792,1.226,0.009054
2018-01-17,69.38,69,68.65,68.32,0.18,0.16,0.18,0.16,3.5,66.13,66.14,65.91,65.71,,,,,611.75,612.5,610.5,607.25,-4.25,15.67,15.6,15.45,15.3,80.56,80.37,80.12,79.79,26.12,,,52121.617,,-6861,412654,42394,,,6.11,,123695,,,,,,,,,,3108852,2516769,106,106,47101,71,39,3797,120,123,147,45,77,50898,66,36,45,64,46,28,466,36,46901,3626,43275,183544,183544,194535,194535,320194,-118839,10991,10991,172670,950516,936480,-197476,-117841,123924,42862,7875,12527,517670,48746,-197868,125287,94376,29734,131366,522813,482298,35526,517824,-752192,-16795,59692,556840,270660,908608,-140668,642987,540045,330079,15011,205879,74703,156416,44728,87,59419,55545,25101,73,435893,56270,2602,1.3831,1.2186,0.008986
2018-01-18,69.31,68.92,68.59,68.28,0.19,0.18,0.19,0.18,3.42,66.08,66.07,65.9,65.73,,,,,611.75,612.75,611,608,-4,15.55,15.51,15.41,15.3,81.73,81.52,81.23,80.91,26.12,,,52121.617,,-6861,412654,42394,,,6.11,,123695,,,,,,,,,,3108852,2516769,106,106,47101,71,39,3797,120,123,147,45,77,50898,66,36,45,64,46,28,466,36,46901,3626,43275,183544,183544,194535,194535,320194,-118839,10991,10991,172670,950516,936480,-197476,-117841,123924,42862,7875,12527,517670,48746,-197868,125287,94376,29734,131366,522813,482298,35526,517824,-752192,-16795,59692,556840,270660,908608,-140668,642987,540045,330079,15011,205879,74703,156416,44728,87,59419,55545,25101,73,435893,56270,2600,1.3894,1.2238,0.009001
2018-01-19,68.61,68.24,67.9,67.6,0.2,0.19,0.2,0.19,3.38,65.81,65.44,65.24,65.05,,,,,608,608.5,606.25,602.75,-4.75,15.58,15.6,15.51,15.4,80.96,80.77,80.47,80.11,26.12,,,50910.387,,-1071,411583,39244,,,6.11,,123161,,,,,,,,,,3108852,2516769,106,106,47101,71,39,3797,120,123,147,45,77,50898,66,36,45,64,46,28,466,36,46901,3626,43275,183544,183544,194535,194535,320194,-118839,10991,10991,172670,950516,936480,-197476,-117841,123924,42862,7875,12527,517670,48746,-197868,125287,94376,29734,131366,522813,482298,35526,517824,-752192,-16795,59692,556840,270660,908608,-140668,642987,540045,330079,15011,205879,74703,156416,44728,87,59419,55545,25101,73,435893,56270,2569,1.3858,1.2222,0.009023
2018-01-22,69.03,68.63,68.26,67.94,0.22,0.19,0.22,0.19,3.45,65.96,65.82,65.59,65.39,,,,,614.25,615,613.25,610,-5.5,15.51,15.55,15.46,15.37,81.78,81.62,81.36,81.04,26.12,,,50910.387,,-1071,411583,39244,,,6.11,,123161,,,,,,,,,,3108852,2516769,106,106,47101,71,39,3797,120,123,147,45,77,50898,66,36,45,64,46,28,466,36,46901,3626,43275,183544,183544,194535,194535,320194,-118839,10991,10991,172670,950516,936480,-197476,-117841,123924,42862,7875,12527,517670,48746,-197868,125287,94376,29734,131366,522813,482298,35526,517824,-752192,-16795,59692,556840,270660,908608,-140668,642987,540045,330079,15011,205879,74703,156416,44728,87,59419,55545,25101,73,435893,56270,2568,1.3987,1.2262,0.009014
2018-01-23,69.96,69.54,69.15,68.79,0.25,0.2,0.25,0.2,3.61,66.21,66.68,66.43,66.19,,,,,617.75,618.75,617.25,614,-4.75,15.64,15.68,15.58,15.5,82.35,82.16,81.88,81.58,26.12,,,50910.387,,-1071,411583,39244,,,6.11,,123161,,,,,,,,,,3218053,2602269,108,106,47763,66,36,8299,122,123,148,46,73,56062,68,36,49,64,47,27,464,30,52525,8632,43893,192267,192267,200635,200635,336128,-126234,8368,8368,170116,979252,964512,-188692,-125082,116578,47731,4951,10264,524820,53538,-188784,117801,100953,29398,136498,530166,496111,36808,532919,-772653,-14722,53491,540887,275219,925084,-137261,625360,526165,329493,15628,183922,69119,152431,55902,91,54274,49163,27550,77,411159,55103,2593,1.4,1.2299,0.009066
2018-01-24,70.53,70.02,69.6,69.21,0.3,0.24,0.3,0.24,3.81,66.3,67.09,66.79,66.55,,,,,620.5,621.25,619.25,615.5,-3.75,16.07,16.03,15.87,15.78,82.85,82.54,82.17,81.77,26.12,,,50910.387,,-1071,411583,39244,,,6.11,,123161,,,,,,,,,,3218053,2602269,108,106,47763,66,36,8299,122,123,148,46,73,56062,68,36,49,64,47,27,464,30,52525,8632,43893,192267,192267,200635,200635,336128,-126234,8368,8368,170116,979252,964512,-188692,-125082,116578,47731,4951,10264,524820,53538,-188784,117801,100953,29398,136498,530166,496111,36808,532919,-772653,-14722,53491,540887,275219,925084,-137261,625360,526165,329493,15628,183922,69119,152431,55902,91,54274,49163,27550,77,411159,55103,2655,1.4242,1.2408,0.009156
2018-01-25,70.42,69.97,69.6,69.26,0.32,0.27,0.32,0.27,3.7,66.26,66.9,66.64,66.41,,,,,627.25,627.75,625.25,621,-3.25,16.38,16.29,16.15,16.05,83.72,83.34,82.92,82.5,26.12,,,50910.387,,-1071,411583,39244,,,6.11,,123161,,,,,,,,,,3218053,2602269,108,106,47763,66,36,8299,122,123,148,46,73,56062,68,36,49,64,47,27,464,30,52525,8632,43893,192267,192267,200635,200635,336128,-126234,8368,8368,170116,979252,964512,-188692,-125082,116578,47731,4951,10264,524820,53538,-188784,117801,100953,29398,136498,530166,496111,36808,532919,-772653,-14722,53491,540887,275219,925084,-137261,625360,526165,329493,15628,183922,69119,152431,55902,91,54274,49163,27550,77,411159,55103,2633,1.4142000000000001,1.2396,0.00914
2018-01-26,70.52,70.15,69.8,69.46,0.34,0.28,0.34,0.28,3.57,66.32,67.23,66.94,66.64,,,,,628.5,629,626,621,-3.5,16.8,16.65,16.44,16.26,83.91,83.44,82.96,82.49,26.12,,,50082.977,,6776,418359,37020,,,6.11,,121328,,,,,,,,,,3218053,2602269,108,106,47763,66,36,8299,122,123,148,46,73,56062,68,36,49,64,47,27,464,30,52525,8632,43893,192267,192267,200635,200635,336128,-126234,8368,8368,170116,979252,964512,-188692,-125082,116578,47731,4951,10264,524820,53538,-188784,117801,100953,29398,136498,530166,496111,36808,532919,-772653,-14722,53491,540887,275219,925084,-137261,625360,526165,329493,15628,183922,69119,152431,55902,91,54274,49163,27550,77,411159,55103,2648,1.416,1.2427,0.009208
2018-01-29,69.46,69.2,68.94,68.67,0.27,0.23,0.27,0.23,3.33,66.23,66.3,66.08,65.86,,,,,618.25,619,616.5,612.25,-2.25,17.04,16.85,16.59,16.4,82.77,82.32,81.86,81.4,26.12,,,50082.977,,6776,418359,37020,,,6.11,,121328,,,,,,,,,,3218053,2602269,108,106,47763,66,36,8299,122,123,148,46,73,56062,68,36,49,64,47,27,464,30,52525,8632,43893,192267,192267,200635,200635,336128,-126234,8368,8368,170116,979252,964512,-188692,-125082,116578,47731,4951,10264,524820,53538,-188784,117801,100953,29398,136498,530166,496111,36808,532919,-772653,-14722,53491,540887,275219,925084,-137261,625360,526165,329493,15628,183922,69119,152431,55902,91,54274,49163,27550,77,411159,55103,2645,1.4074,1.2383,0.009178
2018-01-30,69.02,68.52,68.21,67.9,0.31,0.23,0.31,0.23,3.57,66.19,65.74,65.42,65.15,,,,,611.5,612.5,610.5,606.5,-2.75,16.41,16.32,16.1,15.95,81.85,81.49,81.07,80.65,26.12,,,50082.977,,6776,418359,37020,,,6.11,,121328,,,,,,,,,,2997407,2516759,106,106,40514,70,38,8182,116,119,146,49,75,48696,64,32,45,62,50,24,457,35,45696,7928,37768,197111,197111,202860,202860,380897,-124584,5749,5749,165609,1024081,1008823,-190729,-123511,108200,43876,8935,11823,571626,57409,-190737,109274,102736,30625,136407,577166,495975,39127,535102,-786599,-24939,35260,546504,288314,938570,-134722,673652,521565,336851,18636,175859,53896,151971,66318,93,48537,58947,29912,74,415260,63398,2644,1.4147,1.2402,0.009193
2018-01-31,69.05,68.89,68.57,68.24,0.29,0.22,0.29,0.22,3.32,66.19,66.06,65.76,65.51,,,,,611.5,612.5,610.75,606.75,-3.25,16.24,16.2,16.03,15.9,81.81,81.46,81.06,80.62,26.12,,41933,50082.977,,6776,418359,37020,13928500,,6.11,,121328,10431,,4312.92,53751,2489,2531,,,,2997407,2516759,106,106,40514,70,38,8182,116,119,146,49,75,48696,64,32,45,62,50,24,457,35,45696,7928,37768,197111,197111,202860,202860,380897,-124584,5749,5749,165609,1024081,1008823,-190729,-123511,108200,43876,8935,11823,571626,57409,-190737,109274,102736,30625,136407,577166,495975,39127,535102,-786599,-24939,35260,546504,288314,938570,-134722,673652,521565,336851,18636,175859,53896,151971,66318,93,48537,58947,29912,74,415260,63398,2649,1.4191,1.2414,0.009159
2018-01-02,69.65,69.35,69.02,68.64,0.24,0.31,0.24,0.31,3.34,66.73,66.53,66.3,66.01,,,,,616.75,617.75,616.25,612.25,-4.5,16.32,16.13,15.99,15.85,82.08,81.68,81.25,80.78,26.12,,41933,50082.977,,6776,418359,37020,13928500,,6.11,,121328,10431,,4312.92,53751,2489,2531,,,,2997407,2516759,106,106,40514,70,38,8182,116,119,146,49,75,48696,64,32,45,62,50,24,457,35,45696,7928,37768,197111,197111,202860,202860,380897,-124584,5749,5749,165609,1024081,1008823,-190729,-123511,108200,43876,8935,11823,571626,57409,-190737,109274,102736,30625,136407,577166,495975,39127,535102,-786599,-24939,35260,546504,288314,938570,-134722,673652,521565,336851,18636,175859,53896,151971,66318,93,48537,58947,29912,74,415260,63398,2681,1.4264000000000001,1.251,0.00914
2018-02-02,68.58,68.28,67.93,67.54,0.23,0.29,0.23,0.29,3.41,65.74,65.42,65.19,64.9,,,,,609.25,610.5,609.25,605.75,-4.5,16.25,16.09,15.95,15.82,81.14,80.76,80.36,79.91,26.12,,41933,48708.816,,1895,420254,36309,13928500,,6.11,,123090,10431,,4312.92,53751,2489,2531,,,,2997407,2516759,106,106,40514,70,38,8182,116,119,146,49,75,48696,64,32,45,62,50,24,457,35,45696,7928,37768,197111,197111,202860,202860,380897,-124584,5749,5749,165609,1024081,1008823,-190729,-123511,108200,43876,8935,11823,571626,57409,-190737,109274,102736,30625,136407,577166,495975,39127,535102,-786599,-24939,35260,546504,288314,938570,-134722,673652,521565,336851,18636,175859,53896,151971,66318,93,48537,58947,29912,74,415260,63398,2637,1.4118,1.2463,0.009078
2018-05-02,67.62,67.28,66.93,66.56,0.17,0.19,0.24,0.29,3.42,64.99,64.44,64.2,63.91,,,,,607,608,607.25,604.25,-3.75,15.79,15.7,15.63,15.58,81.04,80.7,80.33,79.95,26.12,,41933,48708.816,,1895,420254,36309,13928500,,6.11,,123090,10431,,4312.92,53751,2489,2531,,,,2997407,2516759,106,106,40514,70,38,8182,116,119,146,49,75,48696,64,32,45,62,50,24,457,35,45696,7928,37768,197111,197111,202860,202860,380897,-124584,5749,5749,165609,1024081,1008823,-190729,-123511,108200,43876,8935,11823,571626,57409,-190737,109274,102736,30625,136407,577166,495975,39127,535102,-786599,-24939,35260,546504,288314,938570,-134722,673652,521565,336851,18636,175859,53896,151971,66318,93,48537,58947,29912,74,415260,63398,2587,1.3959,1.2367,0.009165
2018-06-02,66.86,66.48,66.11,65.75,0.22,0.29,0.22,0.29,3.4699999999999998,64.27,63.64,63.4,63.13,,,,,595.25,596.25,595.5,592.5,-3.75,15.82,15.71,15.63,15.57,79.48,79.15,78.77,78.37,26.12,,41933,48708.816,,1895,420254,36309,13928500,,6.11,,123090,10431,,4312.92,53751,2489,2531,,,,2888808,2396395,105,104,50825,69,35,5022,108,111,138,48,75,55847,56,30,42,59,48,23,435,28,52058,4772,47286,195342,195342,201129,201129,382943,-109245,5787,5787,168115,1014469,999368,-198732,-107703,107334,44918,3775,11730,581675,60781,-198475,108603,91326,27898,120975,587055,472792,40154,512946,-775478,-23646,36317,551460,304662,925276,-138222,662772,527814,346317,16326,164628,52643,149798,70721,91,41655,55724,30785,71,416164,64156,2589,1.3949,1.2377,0.009128
2018-07-02,65.51,65.15,64.79,64.45,0.18,0.22,0.18,0.22,3.48,63.14,62.2,62.02,61.79,,,,,579,581.5,581.75,579.75,-3.25,15.84,15.64,15.47,15.37,77.85,77.53,77.17,76.8,26.12,,41933,48708.816,,1895,420254,36309,13928500,,6.11,,123090,10431,,4312.92,53751,2489,2531,,,,2888808,2396395,105,104,50825,69,35,5022,108,111,138,48,75,55847,56,30,42,59,48,23,435,28,52058,4772,47286,195342,195342,201129,201129,382943,-109245,5787,5787,168115,1014469,999368,-198732,-107703,107334,44918,3775,11730,581675,60781,-198475,108603,91326,27898,120975,587055,472792,40154,512946,-775478,-23646,36317,551460,304662,925276,-138222,662772,527814,346317,16326,164628,52643,149798,70721,91,41655,55724,30785,71,416164,64156,2551,1.3881000000000001,1.2264,0.009146
2018-08-02,64.81,64.49,64.18,63.87,0.16,0.19,0.16,0.19,3.41,62.64,61.52,61.41,61.24,,,,,568,570.5,571,569,-1.5,15.27,15.11,14.95,14.9,76.44,76.14,75.78,75.4,26.12,,41933,48708.816,,1895,420254,36309,13928500,,6.11,,123090,10431,,4312.92,53751,2489,2531,,,,2888808,2396395,105,104,50825,69,35,5022,108,111,138,48,75,55847,56,30,42,59,48,23,435,28,52058,4772,47286,195342,195342,201129,201129,382943,-109245,5787,5787,168115,1014469,999368,-198732,-107703,107334,44918,3775,11730,581675,60781,-198475,108603,91326,27898,120975,587055,472792,40154,512946,-775478,-23646,36317,551460,304662,925276,-138222,662772,527814,346317,16326,164628,52643,149798,70721,91,41655,55724,30785,71,416164,64156,2544,1.3913,1.2247,0.009196
2018-09-02,62.79,62.48,62.16,61.85,0.11,0.15,0.11,0.15,3.5300000000000002,61.22,59.32,59.22,59.08,,,,,552.25,555.75,556.75,555,-0.5,15.43,15.16,14.92,14.82,74.63,74.3,73.96,73.61,26.12,,41933,50538.078,,1841,422095,32667,13928500,,6.11,,122531,10431,,4312.92,53751,2489,2531,,,,2888808,2396395,105,104,50825,69,35,5022,108,111,138,48,75,55847,56,30,42,59,48,23,435,28,52058,4772,47286,195342,195342,201129,201129,382943,-109245,5787,5787,168115,1014469,999368,-198732,-107703,107334,44918,3775,11730,581675,60781,-198475,108603,91326,27898,120975,587055,472792,40154,512946,-775478,-23646,36317,551460,304662,925276,-138222,662772,527814,346317,16326,164628,52643,149798,70721,91,41655,55724,30785,71,416164,64156,2524,1.3827,1.2252,0.00919
2018-12-02,62.59,62.33,62.04,61.74,0.11,0.15,0.11,0.15,3.42,61.16,59.26,59.18,59.03,,,,,552.25,555.75,557.25,556.25,-0.5,15.09,14.9,14.74,14.69,75.49,75.17,74.81,74.45,26.12,,41933,50538.078,,1841,422095,32667,13928500,,6.11,,122531,10431,,4312.92,53751,2489,2531,,,,2888808,2396395,105,104,50825,69,35,5022,108,111,138,48,75,55847,56,30,42,59,48,23,435,28,52058,4772,47286,195342,195342,201129,201129,382943,-109245,5787,5787,168115,1014469,999368,-198732,-107703,107334,44918,3775,11730,581675,60781,-198475,108603,91326,27898,120975,587055,472792,40154,512946,-775478,-23646,36317,551460,304662,925276,-138222,662772,527814,346317,16326,164628,52643,149798,70721,91,41655,55724,30785,71,416164,64156,2518,1.3838,1.2292,0.009203
2018-02-13,62.72,62.44,62.15,61.86,0.1,0.14,0.1,0.14,3.34,61.29,59.42,59.31,59.16,,,,,545.75,547.75,548.25,546.5,-1.5,14.49,14.39,14.31,14.34,73.26,73.12,72.95,72.72,26.12,,41933,50538.078,,1841,422095,32667,13928500,,6.11,,122531,10431,,4312.92,53751,2489,2531,,,,2957875,2417217,104,104,94517,68,34,14210,110,114,145,46,71,108727,63,35,40,60,45,24,446,30,104281,13938,90343,144954,144954,157338,157338,346563,-111976,12384,12384,178558,973034,957445,-160339,-110256,121147,43153,4502,8607,506902,57411,-159784,122304,118262,32981,120583,511976,450641,36286,486927,-741876,-21400,27041,531413,284967,888153,-137679,672695,510013,338929,21586,172716,48627,146277,56437,91,53962,68272,20380,67,423107,65417,2531,1.3894,1.2352,0.009275
2018-02-14,64.36,64.02,63.68,63.34,0.07,0.13,0.07,0.13,3.44,62.05,61.01,60.9,60.73,,,,,550,552.5,553.25,552,-1.75,13.88,13.82,13.77,13.86,73.72,73.58,73.4,73.2,26.12,,41933,50538.078,,1841,422095,32667,13928500,,6.11,,122531,10431,,4312.92,53751,2489,2531,,,,2957875,2417217,104,104,94517,68,34,14210,110,114,145,46,71,108727,63,35,40,60,45,24,446,30,104281,13938,90343,144954,144954,157338,157338,346563,-111976,12384,12384,178558,973034,957445,-160339,-110256,121147,43153,4502,8607,506902,57411,-159784,122304,118262,32981,120583,511976,450641,36286,486927,-741876,-21400,27041,531413,284967,888153,-137679,672695,510013,338929,21586,172716,48627,146277,56437,91,53962,68272,20380,67,423107,65417,2520,1.3999,1.2451,0.009345
